countrycode,year,rgdpe
ATG,1955,
ATG,1956,
ATG,1957,
ATG,1958,
ATG,1959,
ATG,1960,
ATG,1961,
ATG,1962,
ATG,1963,
ATG,1964,
ATG,1965,
ATG,1966,
ATG,1967,
ATG,1968,
ATG,1969,
ATG,1970,283.57
ATG,1971,304.89
ATG,1972,327.19
ATG,1973,355.1
ATG,1974,367.72
ATG,1975,345.87
ATG,1976,316.74
ATG,1977,340.95
ATG,1978,344.75
ATG,1979,397.76
ATG,1980,402.76
ATG,1981,412.26
ATG,1982,425.4
ATG,1983,486.96
ATG,1984,491.28
ATG,1985,520.17
ATG,1986,558.34
ATG,1987,585.16
ATG,1988,679.47
ATG,1989,711.72
ATG,1990,747.65
ATG,1991,751.91
ATG,1992,777.27
ATG,1993,832.8
ATG,1994,877.11
ATG,1995,833.96
ATG,1996,872.27
ATG,1997,920.08
ATG,1998,976.16
ATG,1999,1020.05
ATG,2000,1039.01
ATG,2001,1050.33
ATG,2002,1106.09
ATG,2003,1111.89
ATG,2004,1162.33
ATG,2005,1176.97
ATG,2006,1252.2
ATG,2007,1381.78
ATG,2008,1433.41
ATG,2009,1311.78
ATG,2010,1182.6
ATG,2011,1155.74
AUS,1950,97407.43
AUS,1951,90621.56
AUS,1952,89501.17
AUS,1953,98862.84
AUS,1954,105121.45
AUS,1955,108867.98
AUS,1956,111599
AUS,1957,111548.21
AUS,1958,118706.18
AUS,1959,127410.48
AUS,1960,128872.61
AUS,1961,132580.3
AUS,1962,140099.23
AUS,1963,152110.94
AUS,1964,158628.91
AUS,1965,161382.98
AUS,1966,172008.83
AUS,1967,179018.42
AUS,1968,193185.5
AUS,1969,207936.16
AUS,1970,214561.05
AUS,1971,221730.55
AUS,1972,232899.23
AUS,1973,252840.28
AUS,1974,245912.8
AUS,1975,246910.61
AUS,1976,257165.33
AUS,1977,258950.53
AUS,1978,272435.69
AUS,1979,282155.59
AUS,1980,291641.69
AUS,1981,305940.56
AUS,1982,298223.31
AUS,1983,315881.78
AUS,1984,328978.31
AUS,1985,338586.69
AUS,1986,345374.53
AUS,1987,372707.34
AUS,1988,400617.66
AUS,1989,417659.16
AUS,1990,413624.75
AUS,1991,414971.94
AUS,1992,431938.31
AUS,1993,450634.13
AUS,1994,475971.25
AUS,1995,500885.56
AUS,1996,523958.09
AUS,1997,549869
AUS,1998,574452.25
AUS,1999,604074
AUS,2000,613465.56
AUS,2001,636859
AUS,2002,657367.25
AUS,2003,685678.31
AUS,2004,707709.44
AUS,2005,731186.75
AUS,2006,755257.38
AUS,2007,779132.94
AUS,2008,786317.5
AUS,2009,797722.13
AUS,2010,845198.06
AUS,2011,879748.63
AUT,1950,33599.01
AUT,1951,34842.81
AUT,1952,36434.38
AUT,1953,38220.12
AUT,1954,40793.55
AUT,1955,44879.61
AUT,1956,48464.61
AUT,1957,50957.14
AUT,1958,53334.82
AUT,1959,55436.38
AUT,1960,59652.96
AUT,1961,63150.02
AUT,1962,65000.92
AUT,1963,67943.7
AUT,1964,71338.41
AUT,1965,73797.08
AUT,1966,77525.38
AUT,1967,79930.74
AUT,1968,83598.7
AUT,1969,87649.55
AUT,1970,92985.45
AUT,1971,97733.12
AUT,1972,104050.13
AUT,1973,109992.74
AUT,1974,112428.2
AUT,1975,113020.95
AUT,1976,116236.41
AUT,1977,120893.91
AUT,1978,120787.46
AUT,1979,125453.5
AUT,1980,125990.66
AUT,1981,124676.82
AUT,1982,125644.77
AUT,1983,128454.8
AUT,1984,128378.66
AUT,1985,131028.48
AUT,1986,137579.38
AUT,1987,143570.47
AUT,1988,152431.55
AUT,1989,162366.45
AUT,1990,173568
AUT,1991,184294.34
AUT,1992,192150.69
AUT,1993,196889.48
AUT,1994,207797.98
AUT,1995,219660.42
AUT,1996,224427.31
AUT,1997,232550.78
AUT,1998,245943.36
AUT,1999,255696.25
AUT,2000,265096.13
AUT,2001,260244.81
AUT,2002,266349.34
AUT,2003,266976.97
AUT,2004,274775.25
AUT,2005,275508.44
AUT,2006,289095.41
AUT,2007,300144.81
AUT,2008,306159.22
AUT,2009,298619.38
AUT,2010,309750.78
AUT,2011,316299.41
AZE,1950,
AZE,1951,
AZE,1952,
AZE,1953,
AZE,1954,
AZE,1955,
AZE,1956,
AZE,1957,
AZE,1958,
AZE,1959,
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,46193.48
AZE,1991,56427.91
AZE,1992,39365.21
AZE,1993,32666.09
AZE,1994,23652.62
AZE,1995,16074.54
AZE,1996,15722.66
AZE,1997,15489.63
AZE,1998,14864.9
AZE,1999,16094.19
AZE,2000,19294.91
AZE,2001,21504.25
AZE,2002,21776.37
AZE,2003,23120.28
AZE,2004,24967.84
AZE,2005,35837
AZE,2006,50535.46
AZE,2007,65949.96
AZE,2008,82533.48
AZE,2009,69566.91
AZE,2010,79940.8
AZE,2011,84612.46
BDI,1950,
BDI,1951,
BDI,1952,
BDI,1953,
BDI,1954,
BDI,1955,
BDI,1956,
BDI,1957,
BDI,1958,
BDI,1959,
BDI,1960,1686.09
BDI,1961,1452.87
BDI,1962,1579.77
BDI,1963,1654.69
BDI,1964,1719.17
BDI,1965,1785.77
BDI,1966,1803.93
BDI,1967,2025.79
BDI,1968,2026.58
BDI,1969,1933.72
BDI,1970,2503.08
BDI,1971,2540.04
BDI,1972,2303.14
BDI,1973,2516.31
BDI,1974,2493.73
BDI,1975,2337.74
BDI,1976,2792.97
BDI,1977,3242.86
BDI,1978,3025.34
BDI,1979,3067.25
BDI,1980,3133.41
BDI,1981,3358.64
BDI,1982,3172.26
BDI,1983,3296.78
BDI,1984,3432.77
BDI,1985,3819.39
BDI,1986,4112.97
BDI,1987,4062.56
BDI,1988,3867.5
BDI,1989,4221.39
BDI,1990,4045.25
BDI,1991,3937.46
BDI,1992,3637.54
BDI,1993,3571.85
BDI,1994,3494.57
BDI,1995,3211.31
BDI,1996,3164.73
BDI,1997,3949.39
BDI,1998,3701.52
BDI,1999,3689.92
BDI,2000,3592.68
BDI,2001,3691.17
BDI,2002,3748.84
BDI,2003,3871.62
BDI,2004,4117.56
BDI,2005,3926.46
BDI,2006,4030.6
BDI,2007,4128.52
BDI,2008,5292.49
BDI,2009,4717.25
BDI,2010,4929.22
BDI,2011,5252.16
BEL,1950,62264.32
BEL,1951,66722.2
BEL,1952,68152.2
BEL,1953,68144.88
BEL,1954,71037.53
BEL,1955,75446.23
BEL,1956,78841.16
BEL,1957,79486.38
BEL,1958,79223.66
BEL,1959,80220.4
BEL,1960,85352.63
BEL,1961,89168.4
BEL,1962,93937.66
BEL,1963,97090.6
BEL,1964,104261.98
BEL,1965,108633.16
BEL,1966,112046.84
BEL,1967,116322.27
BEL,1968,121102.41
BEL,1969,129715.34
BEL,1970,137834.5
BEL,1971,142350.42
BEL,1972,151668.94
BEL,1973,163243.92
BEL,1974,168829.5
BEL,1975,165446.64
BEL,1976,176135.95
BEL,1977,179688.33
BEL,1978,186545.78
BEL,1979,193100
BEL,1980,200375.5
BEL,1981,187624.73
BEL,1982,181677.41
BEL,1983,176197.34
BEL,1984,176669.47
BEL,1985,175149.5
BEL,1986,184720.55
BEL,1987,192692.44
BEL,1988,208372.73
BEL,1989,221188.69
BEL,1990,230575.13
BEL,1991,235623.47
BEL,1992,243800.19
BEL,1993,245659.38
BEL,1994,255531.63
BEL,1995,264797.75
BEL,1996,265750.78
BEL,1997,281501.47
BEL,1998,291074.78
BEL,1999,302850.22
BEL,2000,323138.44
BEL,2001,325624.84
BEL,2002,334080.94
BEL,2003,326332.66
BEL,2004,331099.78
BEL,2005,332533.91
BEL,2006,342799.41
BEL,2007,358051.47
BEL,2008,367193.72
BEL,2009,361735.59
BEL,2010,380482.06
BEL,2011,384804.19
BEN,1950,
BEN,1951,
BEN,1952,
BEN,1953,
BEN,1954,
BEN,1955,
BEN,1956,
BEN,1957,
BEN,1958,
BEN,1959,2008.44
BEN,1960,2146.91
BEN,1961,2174.93
BEN,1962,2097.3
BEN,1963,2194.98
BEN,1964,2295.12
BEN,1965,2461.85
BEN,1966,2508.3
BEN,1967,2623.12
BEN,1968,2872.06
BEN,1969,2985.1
BEN,1970,3279.08
BEN,1971,3353.67
BEN,1972,3574.49
BEN,1973,3780.06
BEN,1974,3888.89
BEN,1975,3544.56
BEN,1976,3595.79
BEN,1977,3760.65
BEN,1978,3696.98
BEN,1979,3873.46
BEN,1980,4237.49
BEN,1981,4485.66
BEN,1982,4715.92
BEN,1983,4973.93
BEN,1984,5486.69
BEN,1985,5727.46
BEN,1986,5608.78
BEN,1987,5231.99
BEN,1988,5219.62
BEN,1989,4890.95
BEN,1990,4986.08
BEN,1991,5195.58
BEN,1992,5283.63
BEN,1993,5457.22
BEN,1994,5300.9
BEN,1995,5805.96
BEN,1996,6225.62
BEN,1997,6734.98
BEN,1998,7120.78
BEN,1999,7736.05
BEN,2000,8441.68
BEN,2001,8910
BEN,2002,9543.99
BEN,2003,10387.07
BEN,2004,11031.81
BEN,2005,11519.35
BEN,2006,11997.05
BEN,2007,12435.6
BEN,2008,13019.87
BEN,2009,13262.33
BEN,2010,13477.88
BEN,2011,13941.63
BFA,1950,
BFA,1951,
BFA,1952,
BFA,1953,
BFA,1954,
BFA,1955,
BFA,1956,
BFA,1957,
BFA,1958,
BFA,1959,2763.48
BFA,1960,3071.75
BFA,1961,3004.82
BFA,1962,3243.77
BFA,1963,3142.75
BFA,1964,3308.22
BFA,1965,3309.54
BFA,1966,3338.28
BFA,1967,3637.9
BFA,1968,3768.87
BFA,1969,3840.82
BFA,1970,3705.73
BFA,1971,3675.58
BFA,1972,4328.71
BFA,1973,4127.75
BFA,1974,4374.21
BFA,1975,4396.67
BFA,1976,4424.89
BFA,1977,4776.99
BFA,1978,5278.88
BFA,1979,5660.62
BFA,1980,5600.52
BFA,1981,5923.6
BFA,1982,5886.58
BFA,1983,5517.04
BFA,1984,5592.27
BFA,1985,6215.44
BFA,1986,6665.04
BFA,1987,6620.98
BFA,1988,7039.86
BFA,1989,7106.85
BFA,1990,7119.04
BFA,1991,7678.75
BFA,1992,7662.52
BFA,1993,7908.96
BFA,1994,7508.34
BFA,1995,7887.78
BFA,1996,8723.34
BFA,1997,9249.56
BFA,1998,10147.04
BFA,1999,10822.88
BFA,2000,10946.55
BFA,2001,11646.91
BFA,2002,12221.94
BFA,2003,13189.41
BFA,2004,13811.91
BFA,2005,14811.46
BFA,2006,15697.34
BFA,2007,16235.87
BFA,2008,17233.73
BFA,2009,18057.91
BFA,2010,20496.85
BFA,2011,21835.41
BGD,1950,
BGD,1951,
BGD,1952,
BGD,1953,
BGD,1954,
BGD,1955,
BGD,1956,
BGD,1957,
BGD,1958,
BGD,1959,66497.47
BGD,1960,71849.42
BGD,1961,71856.94
BGD,1962,76262.73
BGD,1963,81214.45
BGD,1964,80950.11
BGD,1965,79710.41
BGD,1966,81018.52
BGD,1967,78951.88
BGD,1968,81173.72
BGD,1969,84681.59
BGD,1970,91467.91
BGD,1971,89496.45
BGD,1972,84748.29
BGD,1973,70918.58
BGD,1974,71010.66
BGD,1975,68170.02
BGD,1976,76846.03
BGD,1977,80425.85
BGD,1978,82747.33
BGD,1979,88059.95
BGD,1980,87711.02
BGD,1981,89659.19
BGD,1982,89217.53
BGD,1983,91649.65
BGD,1984,100365.45
BGD,1985,104365.2
BGD,1986,107463.79
BGD,1987,108759.72
BGD,1988,112575.9
BGD,1989,125355
BGD,1990,130222.09
BGD,1991,136523.06
BGD,1992,140144.67
BGD,1993,144743.77
BGD,1994,151898.2
BGD,1995,157891.75
BGD,1996,161876.77
BGD,1997,162051.38
BGD,1998,163042.95
BGD,1999,161772.45
BGD,2000,163357.72
BGD,2001,167350.56
BGD,2002,174283.06
BGD,2003,179588.8
BGD,2004,185164.84
BGD,2005,191619.95
BGD,2006,202158.31
BGD,2007,216040.22
BGD,2008,226125.36
BGD,2009,238783.08
BGD,2010,253020.55
BGD,2011,267061.28
BGR,1950,
BGR,1951,
BGR,1952,
BGR,1953,
BGR,1954,
BGR,1955,
BGR,1956,
BGR,1957,
BGR,1958,
BGR,1959,
BGR,1960,
BGR,1961,
BGR,1962,
BGR,1963,
BGR,1964,
BGR,1965,
BGR,1966,
BGR,1967,
BGR,1968,
BGR,1969,
BGR,1970,25680.45
BGR,1971,27450.94
BGR,1972,29551.91
BGR,1973,31975.03
BGR,1974,34375.4
BGR,1975,37398.01
BGR,1976,39889.63
BGR,1977,42301.36
BGR,1978,44673.87
BGR,1979,47946.98
BGR,1980,50018.05
BGR,1981,52844.58
BGR,1982,55347.39
BGR,1983,58289.29
BGR,1984,59784.35
BGR,1985,62843.29
BGR,1986,64607.59
BGR,1987,68193.2
BGR,1988,74692.32
BGR,1989,72644.55
BGR,1990,67385.86
BGR,1991,77114
BGR,1992,64575.96
BGR,1993,58849.63
BGR,1994,58649.45
BGR,1995,59213.18
BGR,1996,52258.68
BGR,1997,49155.88
BGR,1998,53593.42
BGR,1999,55514.48
BGR,2000,58950.21
BGR,2001,60910.42
BGR,2002,64924.09
BGR,2003,66114.86
BGR,2004,68881.79
BGR,2005,69899.45
BGR,2006,75777.22
BGR,2007,83375.92
BGR,2008,90474.85
BGR,2009,91062.28
BGR,2010,94440.23
BGR,2011,96409.98
BHR,1950,
BHR,1951,
BHR,1952,
BHR,1953,
BHR,1954,
BHR,1955,
BHR,1956,
BHR,1957,
BHR,1958,
BHR,1959,
BHR,1960,
BHR,1961,
BHR,1962,
BHR,1963,
BHR,1964,
BHR,1965,
BHR,1966,
BHR,1967,
BHR,1968,
BHR,1969,
BHR,1970,2913.04
BHR,1971,2994.73
BHR,1972,3373.48
BHR,1973,3705.15
BHR,1974,3964.57
BHR,1975,3831.7
BHR,1976,4992.55
BHR,1977,5249.98
BHR,1978,5035.99
BHR,1979,5858.26
BHR,1980,6844.46
BHR,1981,6616.48
BHR,1982,6270.2
BHR,1983,6349.7
BHR,1984,6961.65
BHR,1985,5569.53
BHR,1986,5276.59
BHR,1987,5223.33
BHR,1988,5952.01
BHR,1989,6361.92
BHR,1990,7113.16
BHR,1991,7068.46
BHR,1992,7541.27
BHR,1993,7552.91
BHR,1994,8115.45
BHR,1995,7681.1
BHR,1996,7564.18
BHR,1997,7873.04
BHR,1998,7879.26
BHR,1999,8893.28
BHR,2000,11590.8
BHR,2001,12079.04
BHR,2002,14018.08
BHR,2003,17031.02
BHR,2004,20349.84
BHR,2005,25789.8
BHR,2006,30043.69
BHR,2007,33111.55
BHR,2008,33846.92
BHR,2009,32066.38
BHR,2010,34190.3
BHR,2011,34424.13
BHS,1950,
BHS,1951,
BHS,1952,
BHS,1953,
BHS,1954,
BHS,1955,
BHS,1956,
BHS,1957,
BHS,1958,
BHS,1959,
BHS,1960,
BHS,1961,
BHS,1962,
BHS,1963,
BHS,1964,
BHS,1965,
BHS,1966,
BHS,1967,
BHS,1968,
BHS,1969,
BHS,1970,2037.89
BHS,1971,2051.61
BHS,1972,2020.25
BHS,1973,2143.66
BHS,1974,1725.34
BHS,1975,1644.4
BHS,1976,1777.01
BHS,1977,2103.93
BHS,1978,2464.81
BHS,1979,3495.13
BHS,1980,3525.06
BHS,1981,3311
BHS,1982,3095.94
BHS,1983,2914.3
BHS,1984,3551.51
BHS,1985,4005.15
BHS,1986,4182.04
BHS,1987,4252.04
BHS,1988,4400.16
BHS,1989,4767.73
BHS,1990,4792.13
BHS,1991,4500.12
BHS,1992,4429.62
BHS,1993,4436.42
BHS,1994,4660.55
BHS,1995,4851.98
BHS,1996,5644.28
BHS,1997,5960.94
BHS,1998,6592.93
BHS,1999,7176.77
BHS,2000,7412.31
BHS,2001,7273.46
BHS,2002,7936.01
BHS,2003,7665.23
BHS,2004,7477.65
BHS,2005,7854.32
BHS,2006,7758.47
BHS,2007,8041.24
BHS,2008,7714.01
BHS,2009,7052.53
BHS,2010,6972.65
BHS,2011,6749.62
BIH,1950,
BIH,1951,
BIH,1952,
BIH,1953,
BIH,1954,
BIH,1955,
BIH,1956,
BIH,1957,
BIH,1958,
BIH,1959,
BIH,1960,
BIH,1961,
BIH,1962,
BIH,1963,
BIH,1964,
BIH,1965,
BIH,1966,
BIH,1967,
BIH,1968,
BIH,1969,
BIH,1970,
BIH,1971,
BIH,1972,
BIH,1973,
BIH,1974,
BIH,1975,
BIH,1976,
BIH,1977,
BIH,1978,
BIH,1979,
BIH,1980,
BIH,1981,
BIH,1982,
BIH,1983,
BIH,1984,
BIH,1985,
BIH,1986,
BIH,1987,
BIH,1988,
BIH,1989,
BIH,1990,4904.91
BIH,1991,4443.5
BIH,1992,4184.55
BIH,1993,4080.79
BIH,1994,4521.34
BIH,1995,5632.81
BIH,1996,8274.37
BIH,1997,12150.38
BIH,1998,16159.73
BIH,1999,18396.93
BIH,2000,18251.58
BIH,2001,18703.3
BIH,2002,19410.99
BIH,2003,19921.71
BIH,2004,20417.71
BIH,2005,21562.76
BIH,2006,23901.58
BIH,2007,26215.62
BIH,2008,27950.19
BIH,2009,27940.15
BIH,2010,28520.98
BIH,2011,28465.84
BLR,1950,
BLR,1951,
BLR,1952,
BLR,1953,
BLR,1954,
BLR,1955,
BLR,1956,
BLR,1957,
BLR,1958,
BLR,1959,
BLR,1960,
BLR,1961,
BLR,1962,
BLR,1963,
BLR,1964,
BLR,1965,
BLR,1966,
BLR,1967,
BLR,1968,
BLR,1969,
BLR,1970,
BLR,1971,
BLR,1972,
BLR,1973,
BLR,1974,
BLR,1975,
BLR,1976,
BLR,1977,
BLR,1978,
BLR,1979,
BLR,1980,
BLR,1981,
BLR,1982,
BLR,1983,
BLR,1984,
BLR,1985,
BLR,1986,
BLR,1987,
BLR,1988,
BLR,1989,
BLR,1990,121122.38
BLR,1991,119987.16
BLR,1992,101089
BLR,1993,79664.08
BLR,1994,70522.39
BLR,1995,67565.2
BLR,1996,69680.85
BLR,1997,69571.93
BLR,1998,70388.91
BLR,1999,69755.2
BLR,2000,71010.33
BLR,2001,73432.41
BLR,2002,74832.11
BLR,2003,76828.04
BLR,2004,81808.64
BLR,2005,89259.04
BLR,2006,100209.98
BLR,2007,110369.45
BLR,2008,127052.02
BLR,2009,122292.72
BLR,2010,131459.69
BLR,2011,147889.64
BLZ,1950,
BLZ,1951,
BLZ,1952,
BLZ,1953,
BLZ,1954,
BLZ,1955,
BLZ,1956,
BLZ,1957,
BLZ,1958,
BLZ,1959,
BLZ,1960,
BLZ,1961,
BLZ,1962,
BLZ,1963,
BLZ,1964,
BLZ,1965,
BLZ,1966,
BLZ,1967,
BLZ,1968,
BLZ,1969,
BLZ,1970,428.52
BLZ,1971,464.81
BLZ,1972,487.03
BLZ,1973,460.9
BLZ,1974,554.84
BLZ,1975,533.37
BLZ,1976,457.01
BLZ,1977,502.67
BLZ,1978,514.62
BLZ,1979,556.41
BLZ,1980,644.4
BLZ,1981,525.01
BLZ,1982,541.22
BLZ,1983,544.76
BLZ,1984,558.23
BLZ,1985,635.33
BLZ,1986,704.66
BLZ,1987,785.9
BLZ,1988,836.61
BLZ,1989,913.85
BLZ,1990,1042.34
BLZ,1991,981.02
BLZ,1992,1046.2
BLZ,1993,1159.88
BLZ,1994,1274.37
BLZ,1995,1396.62
BLZ,1996,1289.94
BLZ,1997,1303.64
BLZ,1998,1362.6
BLZ,1999,1413.18
BLZ,2000,1541.05
BLZ,2001,1649.67
BLZ,2002,1762.26
BLZ,2003,1862.09
BLZ,2004,1919.9
BLZ,2005,1976.2
BLZ,2006,2040.97
BLZ,2007,2131.64
BLZ,2008,2108.47
BLZ,2009,2161.88
BLZ,2010,2271.49
BLZ,2011,2334.6
BMU,1950,
BMU,1951,
BMU,1952,
BMU,1953,
BMU,1954,
BMU,1955,
BMU,1956,
BMU,1957,
BMU,1958,
BMU,1959,
BMU,1960,
BMU,1961,
BMU,1962,
BMU,1963,
BMU,1964,
BMU,1965,
BMU,1966,
BMU,1967,
BMU,1968,
BMU,1969,
BMU,1970,957.13
BMU,1971,991.33
BMU,1972,1009.81
BMU,1973,1023.69
BMU,1974,1030.11
BMU,1975,1067.4
BMU,1976,1175.43
BMU,1977,1202.74
BMU,1978,1216.7
BMU,1979,1278.75
BMU,1980,1334.56
BMU,1981,1317.67
BMU,1982,1355.96
BMU,1983,1418.25
BMU,1984,1406.75
BMU,1985,1488.16
BMU,1986,1590.86
BMU,1987,1655.89
BMU,1988,1665.38
BMU,1989,1678.77
BMU,1990,1644.48
BMU,1991,1630.56
BMU,1992,1606.98
BMU,1993,1669.56
BMU,1994,1701.78
BMU,1995,1785.07
BMU,1996,1865.22
BMU,1997,1914.99
BMU,1998,1961.01
BMU,1999,2020.59
BMU,2000,2077.75
BMU,2001,2273.23
BMU,2002,2306.46
BMU,2003,2370.42
BMU,2004,2415.32
BMU,2005,2453.52
BMU,2006,2591.27
BMU,2007,2673
BMU,2008,2693.97
BMU,2009,2562.38
BMU,2010,2513.07
BMU,2011,2527.42
BOL,1950,4222.83
BOL,1951,4809.78
BOL,1952,4764.86
BOL,1953,4117.44
BOL,1954,4241.88
BOL,1955,4619.07
BOL,1956,4276.4
BOL,1957,4153
BOL,1958,4205.65
BOL,1959,4253.32
BOL,1960,4508.13
BOL,1961,4758.39
BOL,1962,4903.84
BOL,1963,5222.5
BOL,1964,5651.48
BOL,1965,6263.2
BOL,1966,6624.2
BOL,1967,6977.68
BOL,1968,6262.52
BOL,1969,6526.88
BOL,1970,6825.83
BOL,1971,7215.01
BOL,1972,7345.24
BOL,1973,7794.79
BOL,1974,9053.24
BOL,1975,8794.36
BOL,1976,9368.92
BOL,1977,9886.27
BOL,1978,9636.76
BOL,1979,10196.56
BOL,1980,10480.7
BOL,1981,10946.79
BOL,1982,11106.69
BOL,1983,10967.06
BOL,1984,11748.79
BOL,1985,12465.17
BOL,1986,12140.41
BOL,1987,12540.05
BOL,1988,11705.71
BOL,1989,12540.58
BOL,1990,13407.63
BOL,1991,14087.09
BOL,1992,14709.71
BOL,1993,15719.65
BOL,1994,17290.96
BOL,1995,19175.43
BOL,1996,21107.94
BOL,1997,21605.09
BOL,1998,22203.01
BOL,1999,22581.55
BOL,2000,23135.04
BOL,2001,23912.07
BOL,2002,24902.54
BOL,2003,26593.13
BOL,2004,28885.6
BOL,2005,30590.59
BOL,2006,33362.21
BOL,2007,34399.8
BOL,2008,36930.41
BOL,2009,36685.32
BOL,2010,39909.27
BOL,2011,42576.34
BRA,1950,75783.17
BRA,1951,79238.16
BRA,1952,86657.59
BRA,1953,88976.13
BRA,1954,97010.14
BRA,1955,104095.86
BRA,1956,107705.54
BRA,1957,117187.65
BRA,1958,123843.76
BRA,1959,129722.41
BRA,1960,142713.39
BRA,1961,161019.33
BRA,1962,171428.52
BRA,1963,182745.66
BRA,1964,192574.66
BRA,1965,206364.64
BRA,1966,215051.92
BRA,1967,232630.09
BRA,1968,256324.42
BRA,1969,261960.39
BRA,1970,299726.25
BRA,1971,334197.81
BRA,1972,375006.22
BRA,1973,429122.41
BRA,1974,454192.91
BRA,1975,476164.84
BRA,1976,522494.97
BRA,1977,540462.13
BRA,1978,557273.81
BRA,1979,590068
BRA,1980,595254.56
BRA,1981,603478.5
BRA,1982,619599.25
BRA,1983,609735.88
BRA,1984,646112.94
BRA,1985,679237.25
BRA,1986,767841.81
BRA,1987,795393.31
BRA,1988,809455
BRA,1989,818980.44
BRA,1990,793306.38
BRA,1991,842914.69
BRA,1992,875717.63
BRA,1993,941174.88
BRA,1994,1056831.5
BRA,1995,1230806.63
BRA,1996,1484339.38
BRA,1997,1444164.88
BRA,1998,1388617.38
BRA,1999,1331299.75
BRA,2000,1348739.63
BRA,2001,1338566.25
BRA,2002,1358354.88
BRA,2003,1355917
BRA,2004,1431124
BRA,2005,1458416.38
BRA,2006,1529278.13
BRA,2007,1626807
BRA,2008,1721721
BRA,2009,1711472
BRA,2010,1850212.88
BRA,2011,1927175.13
BRB,1950,
BRB,1951,
BRB,1952,
BRB,1953,
BRB,1954,
BRB,1955,
BRB,1956,
BRB,1957,
BRB,1958,
BRB,1959,
BRB,1960,1774.96
BRB,1961,1818.9
BRB,1962,1885.69
BRB,1963,2002.99
BRB,1964,1956.62
BRB,1965,1976.27
BRB,1966,2077.12
BRB,1967,2346.02
BRB,1968,2402.18
BRB,1969,2701.13
BRB,1970,2978.88
BRB,1971,3112.68
BRB,1972,3105.55
BRB,1973,3249.97
BRB,1974,3076.36
BRB,1975,3385.33
BRB,1976,2657.95
BRB,1977,2702.84
BRB,1978,2655.95
BRB,1979,2798.8
BRB,1980,2891.93
BRB,1981,2820.04
BRB,1982,2701.99
BRB,1983,2727.35
BRB,1984,2842.13
BRB,1985,2853.7
BRB,1986,3138.94
BRB,1987,3415.37
BRB,1988,3564.16
BRB,1989,3915.45
BRB,1990,3881.1
BRB,1991,3935.75
BRB,1992,3943.85
BRB,1993,4132.85
BRB,1994,4366.03
BRB,1995,4495.97
BRB,1996,5079.89
BRB,1997,5480.86
BRB,1998,5553.75
BRB,1999,5855.43
BRB,2000,6093.64
BRB,2001,5750.92
BRB,2002,5719.51
BRB,2003,5985.3
BRB,2004,5999.4
BRB,2005,6489.76
BRB,2006,6799.91
BRB,2007,6902.09
BRB,2008,6394.79
BRB,2009,6287.3
BRB,2010,5823.26
BRB,2011,5628.54
BRN,1950,
BRN,1951,
BRN,1952,
BRN,1953,
BRN,1954,
BRN,1955,
BRN,1956,
BRN,1957,
BRN,1958,
BRN,1959,
BRN,1960,
BRN,1961,
BRN,1962,
BRN,1963,
BRN,1964,
BRN,1965,
BRN,1966,
BRN,1967,
BRN,1968,
BRN,1969,
BRN,1970,7192.5
BRN,1971,7882.69
BRN,1972,8713.65
BRN,1973,9620.11
BRN,1974,10500.38
BRN,1975,10927.26
BRN,1976,13584.7
BRN,1977,14969.19
BRN,1978,16487.15
BRN,1979,20346.64
BRN,1980,17985.88
BRN,1981,15783.1
BRN,1982,17114.86
BRN,1983,16236.27
BRN,1984,15410.59
BRN,1985,15352.8
BRN,1986,9650.83
BRN,1987,10682.04
BRN,1988,9242.19
BRN,1989,10326.83
BRN,1990,11027.17
BRN,1991,10751.64
BRN,1992,11191.66
BRN,1993,10533.98
BRN,1994,9915
BRN,1995,9533.71
BRN,1996,12064.78
BRN,1997,10993.55
BRN,1998,9626.23
BRN,1999,11094.19
BRN,2000,13735.35
BRN,2001,13378.06
BRN,2002,13803.75
BRN,2003,15180.14
BRN,2004,17422.59
BRN,2005,20853.42
BRN,2006,24065.73
BRN,2007,23347.35
BRN,2008,27725.14
BRN,2009,21480.26
BRN,2010,23121.56
BRN,2011,28036.05
BTN,1950,
BTN,1951,
BTN,1952,
BTN,1953,
BTN,1954,
BTN,1955,
BTN,1956,
BTN,1957,
BTN,1958,
BTN,1959,
BTN,1960,
BTN,1961,
BTN,1962,
BTN,1963,
BTN,1964,
BTN,1965,
BTN,1966,
BTN,1967,
BTN,1968,
BTN,1969,
BTN,1970,393.87
BTN,1971,404.27
BTN,1972,408.85
BTN,1973,415.14
BTN,1974,434.7
BTN,1975,419.16
BTN,1976,458.33
BTN,1977,492.82
BTN,1978,528.78
BTN,1979,559.09
BTN,1980,572.42
BTN,1981,650.45
BTN,1982,682.94
BTN,1983,772.75
BTN,1984,790.23
BTN,1985,822.55
BTN,1986,888.77
BTN,1987,1016.35
BTN,1988,1018.69
BTN,1989,1109.76
