countrycode,year,rgdpe
BTN,1990,1188.88
BTN,1991,1187.57
BTN,1992,1201.57
BTN,1993,1276
BTN,1994,1310.59
BTN,1995,1445.9
BTN,1996,1541.14
BTN,1997,1658.33
BTN,1998,1728.41
BTN,1999,1889.78
BTN,2000,2057.12
BTN,2001,2194.94
BTN,2002,2479.18
BTN,2003,2623.24
BTN,2004,2777.06
BTN,2005,3089.31
BTN,2006,3047.12
BTN,2007,3569.93
BTN,2008,3703.69
BTN,2009,3996.09
BTN,2010,4138.34
BTN,2011,4062.33
BWA,1950,
BWA,1951,
BWA,1952,
BWA,1953,
BWA,1954,
BWA,1955,
BWA,1956,
BWA,1957,
BWA,1958,
BWA,1959,
BWA,1960,229.08
BWA,1961,244.86
BWA,1962,263.49
BWA,1963,277.9
BWA,1964,298.71
BWA,1965,282.35
BWA,1966,298.7
BWA,1967,343.07
BWA,1968,404.58
BWA,1969,406.63
BWA,1970,499.47
BWA,1971,624.64
BWA,1972,778.27
BWA,1973,951.37
BWA,1974,1042.81
BWA,1975,1131.52
BWA,1976,1266.75
BWA,1977,1383.66
BWA,1978,1461.69
BWA,1979,1682.82
BWA,1980,2019.56
BWA,1981,2226.73
BWA,1982,2239.13
BWA,1983,2443.19
BWA,1984,2863.38
BWA,1985,3516.76
BWA,1986,4397.04
BWA,1987,4954.71
BWA,1988,5820.97
BWA,1989,7593.26
BWA,1990,8050.31
BWA,1991,8555.99
BWA,1992,8718.83
BWA,1993,9161.38
BWA,1994,9798.25
BWA,1995,10666.12
BWA,1996,12170.22
BWA,1997,13263.48
BWA,1998,14400.94
BWA,1999,16853.31
BWA,2000,16444.8
BWA,2001,19747.33
BWA,2002,20382.38
BWA,2003,19819.47
BWA,2004,22198.04
BWA,2005,22257.78
BWA,2006,25790.44
BWA,2007,27459.06
BWA,2008,32043.06
BWA,2009,24687.96
BWA,2010,29072.59
BWA,2011,30027.9
CAF,1950,
CAF,1951,
CAF,1952,
CAF,1953,
CAF,1954,
CAF,1955,
CAF,1956,
CAF,1957,
CAF,1958,
CAF,1959,
CAF,1960,1615.96
CAF,1961,1754.12
CAF,1962,1771.19
CAF,1963,1665.06
CAF,1964,1734.64
CAF,1965,1751.52
CAF,1966,1757.73
CAF,1967,1655.79
CAF,1968,2000.26
CAF,1969,2004.25
CAF,1970,2100.19
CAF,1971,2039.63
CAF,1972,1989.39
CAF,1973,2127.67
CAF,1974,1956.51
CAF,1975,1912.22
CAF,1976,1958.2
CAF,1977,2079.31
CAF,1978,2119.62
CAF,1979,2068.08
CAF,1980,1911.41
CAF,1981,2261.95
CAF,1982,2244.98
CAF,1983,2157.52
CAF,1984,2345.96
CAF,1985,2643.67
CAF,1986,2631.97
CAF,1987,2443.01
CAF,1988,2544.33
CAF,1989,2662.02
CAF,1990,2652.11
CAF,1991,2623.97
CAF,1992,2523.7
CAF,1993,2454.33
CAF,1994,2820.31
CAF,1995,2817.82
CAF,1996,2547.3
CAF,1997,2680.39
CAF,1998,2803.67
CAF,1999,2901.11
CAF,2000,2982.68
CAF,2001,3026.74
CAF,2002,3013.78
CAF,2003,2845.58
CAF,2004,2924.35
CAF,2005,2962.21
CAF,2006,2980.43
CAF,2007,3107.93
CAF,2008,3277.5
CAF,2009,3206.24
CAF,2010,3284.16
CAF,2011,3420.04
CAN,1950,136488.38
CAN,1951,141527.7
CAN,1952,154686.03
CAN,1953,162536.8
CAN,1954,161467.47
CAN,1955,177053.47
CAN,1956,192443.81
CAN,1957,195960.77
CAN,1958,199455.5
CAN,1959,208679.33
CAN,1960,215339.88
CAN,1961,222906.81
CAN,1962,236883.59
CAN,1963,248612.59
CAN,1964,266012.09
CAN,1965,284117.47
CAN,1966,302800.16
CAN,1967,311489.19
CAN,1968,325744.56
CAN,1969,342426.63
CAN,1970,350268.5
CAN,1971,368339.81
CAN,1972,390555.5
CAN,1973,424159.63
CAN,1974,448760.5
CAN,1975,452799.66
CAN,1976,481236.22
CAN,1977,492178.09
CAN,1978,506929.84
CAN,1979,533466.63
CAN,1980,544387.19
CAN,1981,558357.19
CAN,1982,536652.81
CAN,1983,557413.06
CAN,1984,594544.13
CAN,1985,627073.88
CAN,1986,641908.44
CAN,1987,681453.38
CAN,1988,725361.31
CAN,1989,753625.44
CAN,1990,750838.31
CAN,1991,730972.56
CAN,1992,736440.69
CAN,1993,754818.25
CAN,1994,798986.88
CAN,1995,836780.75
CAN,1996,855977
CAN,1997,896271.13
CAN,1998,916886.38
CAN,1999,973760.81
CAN,2000,1032854.06
CAN,2001,1029591.94
CAN,2002,1036224.88
CAN,2003,1068247.88
CAN,2004,1110218.5
CAN,2005,1151077
CAN,2006,1168775.88
CAN,2007,1186656.5
CAN,2008,1194981.25
CAN,2009,1118078.75
CAN,2010,1177764.63
CAN,2011,1223098
CHE,1950,56065.84
CHE,1951,59612.14
CHE,1952,60604.17
CHE,1953,63762
CHE,1954,67761.27
CHE,1955,72359.48
CHE,1956,76748.72
CHE,1957,79289.36
CHE,1958,77922.59
CHE,1959,83639
CHE,1960,90747.79
CHE,1961,98355.9
CHE,1962,103527.66
CHE,1963,108693.46
CHE,1964,115402.74
CHE,1965,119087.81
CHE,1966,122492.11
CHE,1967,127177.02
CHE,1968,132486.45
CHE,1969,139363.64
CHE,1970,147216.33
CHE,1971,154661.63
CHE,1972,160986.86
CHE,1973,165237.67
CHE,1974,165382.69
CHE,1975,153214.91
CHE,1976,153166.58
CHE,1977,155219.56
CHE,1978,160576.3
CHE,1979,163958.69
CHE,1980,168937.66
CHE,1981,169347.13
CHE,1982,169460.56
CHE,1983,171551.42
CHE,1984,178140.2
CHE,1985,181927.31
CHE,1986,191735.42
CHE,1987,196602.81
CHE,1988,201800.22
CHE,1989,209740.72
CHE,1990,219307.67
CHE,1991,217861.3
CHE,1992,215837.77
CHE,1993,218490.16
CHE,1994,225048.8
CHE,1995,227583.66
CHE,1996,231041.81
CHE,1997,244802.83
CHE,1998,255461.44
CHE,1999,258365.94
CHE,2000,267054.34
CHE,2001,267293.66
CHE,2002,268679.97
CHE,2003,262751.06
CHE,2004,270406.06
CHE,2005,275277.31
CHE,2006,295040.5
CHE,2007,322624.81
CHE,2008,339042.63
CHE,2009,326424.91
CHE,2010,343222.47
CHE,2011,348279.44
CHL,1950,
CHL,1951,25637.2
CHL,1952,27993.31
CHL,1953,28306.47
CHL,1954,30169.22
CHL,1955,29994.87
CHL,1956,29828.75
CHL,1957,32059.25
CHL,1958,33019.89
CHL,1959,33432.74
CHL,1960,35367.07
CHL,1961,34370.7
CHL,1962,42565.91
CHL,1963,45323.7
CHL,1964,46473.84
CHL,1965,46659.71
CHL,1966,51642.4
CHL,1967,54141.51
CHL,1968,56823.24
CHL,1969,60931.37
CHL,1970,61000.94
CHL,1971,67368.69
CHL,1972,66615.4
CHL,1973,64775.81
CHL,1974,63182.01
CHL,1975,50614.77
CHL,1976,54074.84
CHL,1977,57352.7
CHL,1978,61464.92
CHL,1979,67862.38
CHL,1980,71588.94
CHL,1981,74625.35
CHL,1982,64142.52
CHL,1983,62856.6
CHL,1984,64304.17
CHL,1985,65125
CHL,1986,68267.32
CHL,1987,73039.52
CHL,1988,81529.12
CHL,1989,88676.32
CHL,1990,89878.38
CHL,1991,97005.09
CHL,1992,106999.63
CHL,1993,113439.56
CHL,1994,124623.44
CHL,1995,143964.58
CHL,1996,149545.86
CHL,1997,153338.88
CHL,1998,152095.38
CHL,1999,147662.36
CHL,2000,151885.8
CHL,2001,151466.59
CHL,2002,153345.56
CHL,2003,160619.45
CHL,2004,180840.56
CHL,2005,197142.59
CHL,2006,227183.91
CHL,2007,240420.13
CHL,2008,231741.38
CHL,2009,229616.36
CHL,2010,261167.72
CHL,2011,278135.69
CHN,1950,
CHN,1951,
CHN,1952,400002.28
CHN,1953,448629
CHN,1954,461666.53
CHN,1955,483878.41
CHN,1956,518855.38
CHN,1957,566674.75
CHN,1958,661288.19
CHN,1959,719551.88
CHN,1960,670730.75
CHN,1961,427466.44
CHN,1962,448200.34
CHN,1963,519517.78
CHN,1964,605764.44
CHN,1965,676903
CHN,1966,749445.75
CHN,1967,680326.88
CHN,1968,655213.25
CHN,1969,743014.38
CHN,1970,885256.81
CHN,1971,944707.31
CHN,1972,943710.31
CHN,1973,1028402.13
CHN,1974,1056155
CHN,1975,1123533.63
CHN,1976,1121533.75
CHN,1977,1157654.5
CHN,1978,1320082.38
CHN,1979,1405355
CHN,1980,1460655
CHN,1981,1531485.75
CHN,1982,1675748.75
CHN,1983,1792187.38
CHN,1984,2180174
CHN,1985,2378632
CHN,1986,2511557.75
CHN,1987,2658663.25
CHN,1988,2630392.25
CHN,1989,2475873.5
CHN,1990,2611027
CHN,1991,2773333
CHN,1992,3018698.75
CHN,1993,3381549.5
CHN,1994,3663376.5
CHN,1995,4108838.25
CHN,1996,4240746.5
CHN,1997,4507462.5
CHN,1998,4464653
CHN,1999,4687466.5
CHN,2000,4951485
CHN,2001,5283160.5
CHN,2002,5853930.5
CHN,2003,6313431
CHN,2004,6944139
CHN,2005,7630084
CHN,2006,8556846
CHN,2007,9502063
CHN,2008,9673989
CHN,2009,10369661
CHN,2010,11106452
CHN,2011,11721212
CIV,1950,
CIV,1951,
CIV,1952,
CIV,1953,
CIV,1954,
CIV,1955,
CIV,1956,
CIV,1957,
CIV,1958,
CIV,1959,
CIV,1960,5495.02
CIV,1961,5574.08
CIV,1962,5867.54
CIV,1963,6894.29
CIV,1964,8252.87
CIV,1965,7414.61
CIV,1966,8339.54
CIV,1967,8791.52
CIV,1968,10149.8
CIV,1969,11473.39
CIV,1970,12783.61
CIV,1971,12705.78
CIV,1972,13251.7
CIV,1973,14480.47
CIV,1974,16059.77
CIV,1975,15811.91
CIV,1976,18809.99
CIV,1977,21358.75
CIV,1978,22457.77
CIV,1979,22256.38
CIV,1980,17794.54
CIV,1981,18346.5
CIV,1982,18748.67
CIV,1983,19424.57
CIV,1984,21812.04
CIV,1985,24750.01
CIV,1986,25269.07
CIV,1987,24145.94
CIV,1988,24558.82
CIV,1989,26953.98
CIV,1990,24902
CIV,1991,25355.95
CIV,1992,26500.89
CIV,1993,26670.01
CIV,1994,28158.88
CIV,1995,30676.63
CIV,1996,33518.78
CIV,1997,33920.52
CIV,1998,35119.44
CIV,1999,35167.82
CIV,2000,31377.84
CIV,2001,35539.26
CIV,2002,36609.56
CIV,2003,34475.38
CIV,2004,33411.64
CIV,2005,33748.78
CIV,2006,34217.59
CIV,2007,33802.4
CIV,2008,35605.5
CIV,2009,37388.6
CIV,2010,38677.34
CIV,2011,35412.85
CMR,1950,
CMR,1951,
CMR,1952,
CMR,1953,
CMR,1954,
CMR,1955,
CMR,1956,
CMR,1957,
CMR,1958,
CMR,1959,
CMR,1960,6368.96
CMR,1961,6623.6
CMR,1962,6569.55
CMR,1963,6969.14
CMR,1964,7232.45
CMR,1965,7564.09
CMR,1966,7856.15
CMR,1967,7099.23
CMR,1968,7555.12
CMR,1969,8096.23
CMR,1970,8443.74
CMR,1971,9087.71
CMR,1972,9990.08
CMR,1973,10357.02
CMR,1974,10686.28
CMR,1975,11965.02
CMR,1976,11764.35
CMR,1977,13322.91
CMR,1978,15975.16
CMR,1979,16647.99
CMR,1980,16535.8
CMR,1981,18767.9
CMR,1982,21178.34
CMR,1983,24164.6
CMR,1984,27334.64
CMR,1985,28748.92
CMR,1986,26524.17
CMR,1987,25491.1
CMR,1988,24842.11
CMR,1989,25169.49
CMR,1990,25803.4
CMR,1991,25346.29
CMR,1992,24537.12
CMR,1993,24000.95
CMR,1994,24736.65
CMR,1995,26130.49
CMR,1996,27846.61
CMR,1997,28830.9
CMR,1998,30240.4
CMR,1999,31626.05
CMR,2000,32701.66
CMR,2001,32942.14
CMR,2002,34007.02
CMR,2003,36033.21
CMR,2004,36964.25
CMR,2005,37508.97
CMR,2006,40032.2
CMR,2007,40825.96
CMR,2008,41137.39
CMR,2009,42459.66
CMR,2010,44344.04
CMR,2011,45817.68
COD,1950,11683.34
COD,1951,13350.91
COD,1952,14259.25
COD,1953,16288.52
COD,1954,16802.1
COD,1955,18084.98
COD,1956,18604.62
COD,1957,17989.7
COD,1958,17831.5
COD,1959,17824.27
COD,1960,18585.24
COD,1961,16277.04
COD,1962,18933.58
COD,1963,20322.84
COD,1964,19401.88
COD,1965,20062.24
COD,1966,22822.89
COD,1967,21031
COD,1968,20773.54
COD,1969,23735.42
COD,1970,21934.66
COD,1971,22853.26
COD,1972,21840.6
COD,1973,24600.2
COD,1974,25144.22
COD,1975,20661.28
COD,1976,18926.02
COD,1977,20320.5
COD,1978,19646.82
COD,1979,24253.39
COD,1980,25240.8
COD,1981,23715.21
COD,1982,24064.61
COD,1983,25684
COD,1984,32631.22
COD,1985,29899.8
COD,1986,27911.02
COD,1987,22799.24
COD,1988,27373.93
COD,1989,30162.04
COD,1990,22656.55
COD,1991,20792.45
COD,1992,19773.34
COD,1993,16421.17
COD,1994,16744.31
COD,1995,17116.08
COD,1996,16253.61
COD,1997,16199.15
COD,1998,15376.1
COD,1999,15842.66
COD,2000,14562.1
COD,2001,13754.52
COD,2002,14061.04
COD,2003,16325.63
COD,2004,17544.45
COD,2005,17727.47
COD,2006,20949.81
COD,2007,22924.81
COD,2008,22158.23
COD,2009,22009.83
COD,2010,25364.17
COD,2011,27528.94
COG,1950,
COG,1951,
COG,1952,
COG,1953,
COG,1954,
COG,1955,
COG,1956,
COG,1957,
COG,1958,
COG,1959,
COG,1960,951.51
COG,1961,1008.9
COG,1962,1153.55
COG,1963,1215.03
COG,1964,1297.94
COG,1965,1328.22
COG,1966,1330.27
COG,1967,1354.65
COG,1968,1453.09
COG,1969,1560.01
COG,1970,1700.14
COG,1971,1814.68
COG,1972,1883.27
COG,1973,1953.42
COG,1974,2446.18
COG,1975,2385.7
COG,1976,2496.19
COG,1977,2497.36
COG,1978,2576.3
COG,1979,3028.66
COG,1980,3699.22
COG,1981,4273.09
COG,1982,4752.65
COG,1983,5792.96
COG,1984,6919.22
COG,1985,6866.64
COG,1986,4444.81
COG,1987,4445.57
COG,1988,3992.13
COG,1989,4325.91
COG,1990,4043.54
COG,1991,4618.06
COG,1992,4219.98
COG,1993,4394.53
COG,1994,3339.2
COG,1995,3310.22
COG,1996,4021.16
COG,1997,3789.19
COG,1998,3063.24
COG,1999,4006.22
COG,2000,6354.18
COG,2001,5914.67
COG,2002,6339.03
COG,2003,6429.3
COG,2004,7877.95
COG,2005,10183.77
COG,2006,11324.78
COG,2007,9604.2
COG,2008,10577.79
COG,2009,9032.62
COG,2010,11645.75
COG,2011,11949.61
COL,1950,34214.5
COL,1951,34335.93
COL,1952,36583.22
COL,1953,40107.83
COL,1954,44445.48
COL,1955,45730.54
COL,1956,46726.85
COL,1957,46449.86
COL,1958,46038.34
COL,1959,48411.89
COL,1960,51076.93
COL,1961,54293.94
COL,1962,57000.47
COL,1963,58703.11
COL,1964,64112.06
COL,1965,64100.59
COL,1966,67260.04
COL,1967,70033.18
COL,1968,74351.72
COL,1969,79505.73
COL,1970,86299.45
COL,1971,94903.6
COL,1972,105221.36
COL,1973,117244.09
COL,1974,125357.58
COL,1975,132919.13
COL,1976,143381.59
COL,1977,152335.56
COL,1978,162519.17
COL,1979,167245
COL,1980,174500.44
COL,1981,173459.89
COL,1982,174729.83
COL,1983,173917.28
COL,1984,178330.83
COL,1985,178818.42
COL,1986,193034.97
COL,1987,193384.22
COL,1988,198652.44
COL,1989,203736.23
COL,1990,210836.98
COL,1991,214089.5
COL,1992,220365.47
COL,1993,231291.42
COL,1994,245526.61
COL,1995,256710.84
COL,1996,258300.5
COL,1997,264878.81
COL,1998,258918.98
COL,1999,246448.98
COL,2000,255077.09
COL,2001,253655.58
COL,2002,258264.22
COL,2003,266889.44
COL,2004,282092.5
COL,2005,297203.78
COL,2006,320587.69
COL,2007,346272.34
COL,2008,365332.41
COL,2009,366707.97
COL,2010,387636.34
COL,2011,423479.47
COM,1950,
COM,1951,
COM,1952,
COM,1953,
COM,1954,
COM,1955,
COM,1956,
COM,1957,
COM,1958,
COM,1959,
COM,1960,177.41
COM,1961,194.6
COM,1962,223.23
COM,1963,248.3
COM,1964,271.96
COM,1965,267.09
COM,1966,298.39
COM,1967,341.15
COM,1968,341.56
COM,1969,331.33
COM,1970,358.56
COM,1971,373.56
COM,1972,381.26
COM,1973,409.02
COM,1974,419.08
COM,1975,444.39
COM,1976,446.42
COM,1977,465.2
COM,1978,478.18
COM,1979,523.86
COM,1980,563.56
COM,1981,580.25
COM,1982,616.27
COM,1983,658.17
COM,1984,666.61
COM,1985,685.77
COM,1986,709.11
COM,1987,708.45
COM,1988,727.61
COM,1989,710.36
COM,1990,705.69
COM,1991,708.9
COM,1992,723.4
COM,1993,723.71
COM,1994,622.85
COM,1995,684.4
COM,1996,665.95
COM,1997,679.58
COM,1998,696.39
COM,1999,716.41
COM,2000,717.56
COM,2001,775.99
COM,2002,819.95
COM,2003,815.21
COM,2004,801.98
COM,2005,818.88
COM,2006,833.24
COM,2007,839.01
COM,2008,849.01
COM,2009,861.26
COM,2010,873.95
COM,2011,889.65
CPV,1950,
CPV,1951,
CPV,1952,
CPV,1953,
CPV,1954,
CPV,1955,
CPV,1956,
CPV,1957,
CPV,1958,
CPV,1959,
CPV,1960,161.02
CPV,1961,195.01
CPV,1962,166.09
CPV,1963,137.1
CPV,1964,148.5
CPV,1965,156.43
CPV,1966,198.03
CPV,1967,219.72
CPV,1968,246
CPV,1969,267.16
CPV,1970,303.56
CPV,1971,319.68
CPV,1972,327.28
CPV,1973,332.75
CPV,1974,337.79
CPV,1975,279.71
CPV,1976,285.21
CPV,1977,272.32
CPV,1978,298.47
CPV,1979,307.72
CPV,1980,327.8
CPV,1981,341.57
CPV,1982,363.85
CPV,1983,394.05
CPV,1984,407.69
CPV,1985,424.8
CPV,1986,476.2
CPV,1987,506.68
CPV,1988,524.25
CPV,1989,561.15
CPV,1990,553.07
CPV,1991,569.78
CPV,1992,613.02
CPV,1993,653.55
CPV,1994,738.6
CPV,1995,759.49
CPV,1996,864.73
CPV,1997,879.53
CPV,1998,987.95
CPV,1999,1152.8
CPV,2000,1176.02
CPV,2001,1232.25
CPV,2002,1298.32
CPV,2003,1445.63
CPV,2004,1557.4
CPV,2005,1555.87
CPV,2006,1673.96
CPV,2007,1877.32
CPV,2008,2060.02
CPV,2009,2030.9
CPV,2010,2274.47
CPV,2011,2322.76
CRI,1950,2694.62
CRI,1951,2844.34
CRI,1952,3319.32
CRI,1953,4036.44
CRI,1954,4262.2
CRI,1955,4560.47
CRI,1956,4427.82
CRI,1957,4763.55
CRI,1958,5296.16
CRI,1959,5260.19
CRI,1960,5630.54
CRI,1961,5563.1
CRI,1962,5946.69
CRI,1963,6307.38
CRI,1964,6701.6
CRI,1965,7219.58
CRI,1966,7715.14
CRI,1967,8078.92
CRI,1968,8568.84
CRI,1969,9056.78
CRI,1970,9886.32
CRI,1971,10174.77
CRI,1972,10922.5
CRI,1973,11687.35
CRI,1974,11424.54
CRI,1975,12157.62
CRI,1976,13541.92
CRI,1977,15560.63
CRI,1978,16127.28
CRI,1979,16565.4
CRI,1980,16617.19
CRI,1981,15543.14
CRI,1982,14968.37
CRI,1983,15206.4
CRI,1984,16415.43
CRI,1985,16919.82
CRI,1986,18679.14
CRI,1987,18374.16
CRI,1988,18889.02
CRI,1989,19680.05
CRI,1990,19933.01
CRI,1991,20505.54
CRI,1992,22379.88
CRI,1993,24132.69
CRI,1994,25699.6
CRI,1995,26874.15
CRI,1996,26915.15
CRI,1997,28645.98
CRI,1998,31017.84
CRI,1999,33824.17
CRI,2000,33077.66
CRI,2001,32567.45
CRI,2002,33098.88
CRI,2003,34788.07
CRI,2004,35637.04
CRI,2005,36501.48
CRI,2006,38632.87
CRI,2007,41349.52
CRI,2008,41725.83
CRI,2009,44656.25
CRI,2010,46358.18
CRI,2011,47827
CYP,1950,1085.06
CYP,1951,1142.63
CYP,1952,1299.28
CYP,1953,1467.93
CYP,1954,1653.26
CYP,1955,1701.28
CYP,1956,1933.94
CYP,1957,1882.79
CYP,1958,1694.68
CYP,1959,1788.33
CYP,1960,1721.13
CYP,1961,1938.47
CYP,1962,2286.84
CYP,1963,2318.2
CYP,1964,2010.14
CYP,1965,2571.63
CYP,1966,2741.15
CYP,1967,3023.11
CYP,1968,3142.98
CYP,1969,3538.61
CYP,1970,3594.63
CYP,1971,3931.25
CYP,1972,4169.63
CYP,1973,4199.62
CYP,1974,3098.02
CYP,1975,2475.08
CYP,1976,3155.74
CYP,1977,3849.53
CYP,1978,4264.31
CYP,1979,4911.72
CYP,1980,5237.82
CYP,1981,5300.04
CYP,1982,5728.19
CYP,1983,5961.54
CYP,1984,6720.56
CYP,1985,6956.36
CYP,1986,7223.17
CYP,1987,7852.48
CYP,1988,8470.35
CYP,1989,9294.61
CYP,1990,9964.1
CYP,1991,9884.31
CYP,1992,10953.86
CYP,1993,10814.35
CYP,1994,11641.26
CYP,1995,12489.64
CYP,1996,12531.66
CYP,1997,12871.33
CYP,1998,13831.7
CYP,1999,14655.13
CYP,2000,15456.83
CYP,2001,16490.58
CYP,2002,16555.96
CYP,2003,16500.36
CYP,2004,17546.54
CYP,2005,18138.74
CYP,2006,19251.67
CYP,2007,20964.22
CYP,2008,22938.79
CYP,2009,22633.24
CYP,2010,23256.06
CYP,2011,23161.15
CZE,1950,
CZE,1951,
CZE,1952,
CZE,1953,
CZE,1954,
CZE,1955,
CZE,1956,
CZE,1957,
CZE,1958,
CZE,1959,
CZE,1960,
CZE,1961,
CZE,1962,
CZE,1963,
CZE,1964,
CZE,1965,
CZE,1966,
CZE,1967,
CZE,1968,
CZE,1969,
CZE,1970,
CZE,1971,
CZE,1972,
CZE,1973,
CZE,1974,
CZE,1975,
CZE,1976,
CZE,1977,
CZE,1978,
CZE,1979,
CZE,1980,
CZE,1981,
CZE,1982,
CZE,1983,
CZE,1984,
CZE,1985,
CZE,1986,
CZE,1987,
CZE,1988,
CZE,1989,
CZE,1990,199835.95
CZE,1991,167527.3
CZE,1992,161879.08
CZE,1993,165877.25
CZE,1994,171778.16
CZE,1995,180349.45
CZE,1996,188653.89
CZE,1997,182531.58
CZE,1998,181085.81
CZE,1999,179952.2
CZE,2000,182742.89
CZE,2001,192852.06
CZE,2002,196369.63
CZE,2003,200514.02
CZE,2004,210204.52
CZE,2005,213608.66
CZE,2006,225589.78
CZE,2007,246594.61
CZE,2008,246746.22
CZE,2009,245290.3
CZE,2010,244792.44
CZE,2011,246511.52
DEU,1950,280959.34
DEU,1951,308510.84
DEU,1952,340923.06
DEU,1953,372462.34
DEU,1954,403726.44
DEU,1955,458527.5
DEU,1956,494253.5
DEU,1957,523122.63
DEU,1958,546314.31
DEU,1959,592652.75
DEU,1960,650134.25
DEU,1961,678603.5
DEU,1962,706861.69
DEU,1963,722105.38
DEU,1964,776388.56
DEU,1965,815298
DEU,1966,839129.88
DEU,1967,834425.63
DEU,1968,882644.88
DEU,1969,952593.31
DEU,1970,1017143.81
DEU,1971,1056913.5
DEU,1972,1110766.75
DEU,1973,1167815.5
DEU,1974,1171020.25
DEU,1975,1178619.13
DEU,1976,1238251.75
DEU,1977,1283201.5
DEU,1978,1336358.63
DEU,1979,1387799
DEU,1980,1386544.75
DEU,1981,1339979.25
DEU,1982,1314435.88
DEU,1983,1321275.38
DEU,1984,1330440.5
DEU,1985,1339687.5
DEU,1986,1432752.5
DEU,1987,1485916.5
DEU,1988,1565433.63
DEU,1989,1644566.25
DEU,1990,1763367
DEU,1991,1872351.63
DEU,1992,1955280.63
DEU,1993,1972333.38
DEU,1994,2058650.13
DEU,1995,2136721.5
DEU,1996,2162051.25
DEU,1997,2240765.75
DEU,1998,2330570.25
DEU,1999,2412627.25
DEU,2000,2435641
DEU,2001,2462646
DEU,2002,2457504.5
DEU,2003,2459687.5
DEU,2004,2499611
DEU,2005,2516034.5
DEU,2006,2611021
DEU,2007,2733960
DEU,2008,2774911
DEU,2009,2649212.25
DEU,2010,2789140.25
DEU,2011,2849478.75
DJI,1950,
DJI,1951,
DJI,1952,
DJI,1953,
DJI,1954,
DJI,1955,
DJI,1956,
DJI,1957,
DJI,1958,
DJI,1959,
DJI,1960,
DJI,1961,
DJI,1962,
DJI,1963,
DJI,1964,
DJI,1965,
DJI,1966,
DJI,1967,
DJI,1968,
DJI,1969,
DJI,1970,1090.45
DJI,1971,1158.46
DJI,1972,1198.02
DJI,1973,1257.24
DJI,1974,1212.89
DJI,1975,1350.7
DJI,1976,1464.82
DJI,1977,1293.83
DJI,1978,1197.91
DJI,1979,1271.51
DJI,1980,1327.45
DJI,1981,1361.85
DJI,1982,1372.1
DJI,1983,1383.09
DJI,1984,1404.94
DJI,1985,1410.15
DJI,1986,1398.83
DJI,1987,1396.5
DJI,1988,1406.86
DJI,1989,1377.62
DJI,1990,1448.28
DJI,1991,1317.4
DJI,1992,1442.01
DJI,1993,1844.53
DJI,1994,1432.11
DJI,1995,1615.77
DJI,1996,1459.01
DJI,1997,1638.96
DJI,1998,1629.14
DJI,1999,1719.69
DJI,2000,1677.09
DJI,2001,1653.52
DJI,2002,1566.35
DJI,2003,1603.05
DJI,2004,1747.25
DJI,2005,1751.55
DJI,2006,2057.41
DJI,2007,2296.49
DJI,2008,2638.43
DJI,2009,2330.62
DJI,2010,2423.5
DJI,2011,2623.07
DMA,1950,
DMA,1951,
DMA,1952,
DMA,1953,
DMA,1954,
DMA,1955,
DMA,1956,
DMA,1957,
DMA,1958,
DMA,1959,
DMA,1960,
DMA,1961,
DMA,1962,
DMA,1963,
DMA,1964,
DMA,1965,
DMA,1966,
DMA,1967,
DMA,1968,
DMA,1969,
DMA,1970,204.78
DMA,1971,215.39
DMA,1972,235.98
DMA,1973,261.66
DMA,1974,247.15
DMA,1975,259.52
DMA,1976,274.47
DMA,1977,273.34
DMA,1978,309.48
DMA,1979,268.73
DMA,1980,279.32
DMA,1981,324.05
DMA,1982,345.35
DMA,1983,362.01
DMA,1984,371.3
DMA,1985,374.06
DMA,1986,409.45
DMA,1987,432.12
DMA,1988,452.15
DMA,1989,439.38
DMA,1990,467.91
DMA,1991,469.1
DMA,1992,516.89
DMA,1993,523.77
DMA,1994,523.75
DMA,1995,532.47
DMA,1996,548.99
DMA,1997,573.51
DMA,1998,606.17
DMA,1999,609.49
DMA,2000,608.05
DMA,2001,607.83
DMA,2002,595.03
DMA,2003,611.76
DMA,2004,616.7
DMA,2005,614.93
DMA,2006,648.57
DMA,2007,686.12
DMA,2008,697.09
DMA,2009,738.1
DMA,2010,758.55
DMA,2011,762.94
DNK,1950,35963.36
DNK,1951,34544.71
DNK,1952,35867.36
DNK,1953,38436.73
DNK,1954,39868.69
DNK,1955,39875.79
DNK,1956,40821.54
DNK,1957,42562.74
DNK,1958,43808.26
DNK,1959,48093.76
DNK,1960,50796.3
DNK,1961,53959.47
DNK,1962,57053.11
DNK,1963,58174.04
DNK,1964,63358.93
DNK,1965,66444.35
DNK,1966,68570.51
DNK,1967,72493.98
DNK,1968,76572.97
DNK,1969,82452.69
DNK,1970,84032.41
DNK,1971,85990.69
DNK,1972,89887.62
DNK,1973,95082.38
DNK,1974,91243.84
DNK,1975,90521.05
DNK,1976,96937.43
DNK,1977,98951.99
DNK,1978,102324.27
DNK,1979,105433.11
DNK,1980,103512.73
DNK,1981,99020.4
DNK,1982,100163.21
DNK,1983,101002.93
DNK,1984,103731.65
DNK,1985,106479.23
DNK,1986,114921.3
DNK,1987,115985.55
DNK,1988,115938.92
DNK,1989,117737.55
DNK,1990,120480.8
DNK,1991,121801.3
DNK,1992,125772.8
DNK,1993,124749.91
DNK,1994,132608.88
DNK,1995,138335.8
DNK,1996,143254.36
DNK,1997,153581.73
