year,avh,BCG,ccon,cda,cgdpe,cgdpo,ck,cor_exp,csh_c,csh_g,csh_i,csh_m,csh_r,csh_x,ctfp,cwtfp,delta,DTP3,emp,expend,hc,HepB3,Hib3,i_cig,i_outlier,i_xm,i_xr,labsh,MCV,PAB,pl_c,pl_con,pl_da,pl_g,pl_gdpo,pl_i,pl_k,pl_m,pl_x,Pol3,pop,rconna,rdana,rgdpe,rgdpna,rgdpo,rkna,rtfpna,rwtfpna,sani,statcap,water,xr,country
987,NA,94.0,27570.9609375,30282.75390625,30629.87109375,29673.513671875,12631.6015625,NA,0.534029185771942,0.395114570856094,0.091387651860714,-0.0299435555934906,-0.0649801641702652,0.074392281472683,0.909364759922028,0.900066018104553,0.0379881709814072,84.0,3.28301000595093,NA,1.74512994289398,NA,NA,Interpolated,Regular,Benchmark,Market,0.594702064990997,88.0,55.0,0.308462660924868,0.277664005756378,0.294641822576523,0.236037173730818,0.304137915372849,0.467255882229534,0.482495903968811,0.461320132017136,0.497675120830536,86.0,9.535657,8104.87548828125,8884.208984375,31566.09375,12273.3349609375,29167.8125,62487.83984375,1.10846483707428,0.572728514671326,NA,NA,NA,1.0,ZWE
988,NA,89.0,32172.064453125,36107.046875,36108.109375,35165.3203125,13659.92578125,NA,0.471632212400436,0.443248271942139,0.111899472773075,-0.0244138035923243,-0.0628894791007042,0.060523334890604,1.00856280326843,1.01353418827057,0.0381740853190422,85.0,3.45929026603699,NA,1.76415002346039,NA,NA,Interpolated,Regular,Benchmark,Market,0.579475045204163,88.0,54.0,0.292278112529483,0.267997264862061,0.289728581905365,0.242161578318772,0.297496259212494,0.467401882092789,0.449850589036942,0.55127477645874,0.53164404630661,87.0,9.866776,9179.1064453125,10355.220703125,37194.31640625,13200.3671875,34544.3828125,62735.9609375,1.14150154590607,0.639176070690155,NA,NA,NA,1.0,ZWE
989,NA,90.0,36241.96875,39985.0390625,40773.38671875,39438.03515625,14775.408203125,NA,0.628583133220673,0.290376633405685,0.0949101448059082,-0.0289198067039251,-0.0512947961688042,0.0663446709513664,1.10857784748077,1.10775077342987,0.0387834645807743,87.0,3.63513612747192,NA,1.78337740898132,NA,NA,Interpolated,Regular,Benchmark,Market,0.551041305065155,87.0,54.0,0.265090276592243,0.256212830543518,0.271336823701859,0.236995677892575,0.280524134635925,0.417773565700022,0.402785927057266,0.567485392093658,0.546010732650757,88.0,10.184966,10362.2001953125,11269.638671875,41904.84765625,13888.90234375,38633.5625,62924.03125,1.15430545806885,0.668549418449402,NA,NA,NA,1.0,ZWE
990,NA,91.0,38779.8984375,43424.41015625,43494.51953125,44307.15625,16879.474609375,NA,0.622242748737335,0.25300857424736,0.104825295507908,-0.0760752111673355,0.0341197550296783,0.0618788525462151,1.11906635761261,1.08269381523132,0.0398631989955902,88.0,3.80832099914551,NA,1.80281448364258,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,57.0,0.246866325987916,0.252752393484116,0.269867718219757,0.267228386466392,0.264918059110641,0.412774338717602,0.366765558719635,0.549444139003754,0.536324918270111,89.0,10.484771,10784.591796875,11975.2177734375,44684.94140625,14858.7958984375,43367.98828125,63964.390625,1.19402313232422,0.686883687973022,39.9,NA,79.4,1.0,ZWE
991,NA,91.0,45451.453125,51587.16015625,50750.90625,52871.5625,18842.73046875,NA,0.651693642139435,0.207964196801186,0.116049267351627,-0.0693217590451241,0.0511718802154064,0.042442761361599,1.2279577255249,1.19310283660889,0.0419456213712692,87.0,3.97733092308044,NA,1.84017670154572,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,60.0,0.198781281057471,0.201666161417961,0.215800881385803,0.210706443334653,0.207145184278488,0.320506576430445,0.289085626602173,0.553888916969299,0.574497997760773,88.0,10.763036,12350.89453125,13794.2607421875,52277.5234375,15679.3681640625,51886.17578125,65699.1796875,1.20550143718719,0.757021605968475,39.9,NA,79.5,1.0,ZWE
992,NA,91.0,43954.265625,50075.21875,45389.6328125,48383.140625,21137.58203125,NA,0.578836798667908,0.329625606536865,0.12651002407074,-0.0909202769398689,0.0032580359838903,0.0526898168027401,1.00430464744568,1.03272712230682,0.0432038120925426,86.0,4.09558916091919,NA,1.87831318378448,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,86.0,65.0,0.192199013176831,0.187601119279861,0.198976561427116,0.179527033484356,0.186665713787079,0.28066304951867,0.256603330373764,0.503134071826935,0.490936875343323,86.0,11.019717,11659.6240234375,12891.4716796875,46741.5234375,14576.7451171875,47425.3125,66871.890625,1.08480143547058,0.68479859828949,39.8,NA,79.6,1.0,ZWE
993,NA,95.0,40954.4375,47197.8515625,47277.4453125,48996.73046875,24590.0625,NA,0.611315310001373,0.224545314908028,0.127425134181976,-0.0746204778552055,0.058493934571743,0.0528407394886017,0.934269428253174,0.887290298938751,0.0443744957447052,85.0,4.18910789489746,NA,1.91723990440369,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,86.0,68.0,0.17224917661489,0.16799820959568,0.185565620660782,0.156425147092023,0.179054155945778,0.300801060823805,0.215128794312477,0.497056990861893,0.509426712989807,85.0,11.256512,10701.228515625,11786.1494140625,48796.1328125,14884.3740234375,48196.55078125,68194.2578125,1.06665182113647,0.602885365486145,39.8,NA,79.6,1.0,ZWE
994,NA,95.0,41140.04296875,53062.76953125,52684.98046875,53814.64453125,29264.375,NA,0.515978455543518,0.248498305678368,0.221551731228828,-0.0774103850126266,0.02251211181283,0.0688697844743729,0.912369251251221,0.886575162410736,0.0456324890255928,87.0,4.42603015899658,NA,1.95697355270386,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,69.0,0.187707395290611,0.175811529159546,0.175079122185707,0.151111115127351,0.171403899788857,0.172551935998131,0.169512346386909,0.538011789321899,0.53085595369339,87.0,11.476807,10322.3486328125,12935.041015625,54574.1015625,15747.806640625,53054.37109375,69533.1328125,1.06775522232056,0.626022815704346,39.7,NA,79.5,1.0,ZWE
995,NA,96.0,40227.4296875,51008.0703125,49868.89453125,52648.59375,36007.40234375,NA,0.544978976249695,0.219095125794411,0.204765990376472,-0.0922605395317078,0.0623504482209682,0.0610699765384197,0.799475848674774,0.765103340148926,0.0450577773153782,88.0,4.52557897567749,NA,1.99753057956696,1.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,42.0,0.181922017421264,0.185706868767738,0.191348284482956,0.195121324451077,0.181245625019073,0.212398932605535,0.163914814591408,0.547383368015289,0.574109852313995,88.0,11.683136,9797.12890625,11791.8076171875,51863.66015625,15773.384765625,52098.52734375,70849.6328125,1.03027963638306,0.549770355224609,39.6,NA,79.5,1.0,ZWE
996,NA,96.0,46141.296875,55930.16796875,56672.92578125,58614.38671875,44847.171875,0.644856186904187,0.618992269039154,0.168208569288254,0.167004555463791,-0.088492713868618,0.0724330022931099,0.06185432523489,0.790363013744354,0.744550466537476,0.0440274737775326,90.0,4.59625005722046,NA,2.01158380508423,9.0,NA,Benchmark,Regular,Benchmark,Market,0.555796027183533,88.0,75.0,0.185326930630279,0.200899198651314,0.205682396888733,0.25820374519833,0.198869660496712,0.228228699697074,0.194880127906799,0.542417466640472,0.585273027420044,90.0,11.877664,10719.4560546875,11994.0791015625,59206.39453125,17308.76171875,58316.11328125,70815.6171875,1.1180100440979,0.552990078926086,39.5,NA,79.5,1.0,ZWE
