Statistic,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1966,1967,1967,1968,1968,1969,1969,1970,1970,1971,1971,1972,1972,1973,1973,1974,1974,1975,1975,1976,1976,1977,1977,1978,1978,1979,1979,1980,1980,1981,1981,1982,1982,1983,1983,1984,1984,1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015
DTP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,,4.0,,8.0,,14.0,,27.0,,40.0,,60.0,,62.0,,62.0,,53.0,,51.0,,46.0,,48.0,,56.0,,55.0,,46.0,,55.0,,62.0,,66.0,,60.0,,69.0,,74.0,,78.0,,78.0,,84.0,,86.0,,81.0,,90.0,,93.0,,92.0,,93.0,,94.0,,
HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,60.0,,78.0,,78.0,,72.0,,75.0,,93.0,,92.0,,93.0,,94.0,,
Hib3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,72.0,,75.0,,93.0,,92.0,,93.0,,94.0,,
MCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,,6.0,,11.0,,22.0,,44.0,,61.0,,57.0,,57.0,,52.0,,49.0,,48.0,,51.0,,59.0,,58.0,,49.0,,51.0,,58.0,,58.0,,58.0,,65.0,,67.0,,69.0,,73.0,,79.0,,79.0,,82.0,,90.0,,87.0,,85.0,,85.0,,86.0,,
pl_con,,,,,,,,,,,,,,,,,,,,,,,,,,0.0600314624607563,,0.06157412752509117,,0.08031207323074341,,0.11131680756807327,,0.11214083433151245,,0.11667712777853012,,0.1287422627210617,,0.13456755876541138,,0.14578266441822052,,0.17280691862106323,,0.18558642268180847,,0.20855097472667694,,0.14275844395160675,,0.15071991086006165,,0.19958356022834778,,0.17504985630512238,,0.2141207605600357,,0.2692496180534363,,0.264076828956604,,0.2609432339668274,,0.2621990144252777,,0.21830038726329803,,0.2350795418024063,,0.2519783675670624,,0.22746612131595612,,0.2517227828502655,,0.16648781299591064,,0.18951702117919922,,0.19212621450424194,,0.16636770963668823,,0.191499263048172,,0.2234272062778473,,0.24408365786075592,,0.2823752760887146,,0.32436603307724,,0.3461815416812897,,0.3569021224975586,,0.45862409472465515,,0.49555742740631104,,0.4297637641429901,,0.4157422184944153,,0.47648972272872925,,0.47356823086738586,,0.5149590969085693,,0.5646589398384094,
pl_da,,,,,,,,,,,,,,,,,,,,,,,,,,0.06553226709365845,,0.06753072142601013,,0.09293924272060394,,0.12971265614032745,,0.133656308054924,,0.1381603628396988,,0.14603526890277863,,0.15100154280662537,,0.17448295652866364,,0.21191176772117615,,0.2273184210062027,,0.24805687367916107,,0.16419199109077454,,0.16138678789138794,,0.2159184217453003,,0.19715607166290283,,0.24495553970336914,,0.3088710308074951,,0.2918139100074768,,0.29299768805503845,,0.30644866824150085,,0.2620309591293335,,0.2868020534515381,,0.29619041085243225,,0.26585087180137634,,0.28398898243904114,,0.18073797225952148,,0.21254202723503113,,0.2221064418554306,,0.18381647765636444,,0.2021145224571228,,0.240631103515625,,0.2691630721092224,,0.2886778712272644,,0.3311645984649658,,0.3748391270637512,,0.4042661488056183,,0.501461386680603,,0.5213591456413269,,0.44537943601608276,,0.43332505226135254,,0.4688580334186554,,0.49074968695640564,,0.5164996981620789,,0.5584620833396912,
pl_gdpo,,,,,,,,,,,,,,,,,,,,,,,,,,0.062417756766080856,,0.06481476873159409,,0.08637730777263641,,0.11485056579113007,,0.12172074615955353,,0.13090209662914276,,0.13782228529453278,,0.14452563226222992,,0.16226772964000702,,0.189132422208786,,0.2073860466480255,,0.23457768559455872,,0.16026100516319275,,0.1552385687828064,,0.20781835913658142,,0.1933538317680359,,0.24159392714500427,,0.3049658238887787,,0.28901347517967224,,0.2890608012676239,,0.3022323548793793,,0.2528817057609558,,0.2751520574092865,,0.2890455722808838,,0.25954753160476685,,0.2772747278213501,,0.17210763692855835,,0.19840402901172638,,0.2042153775691986,,0.17385326325893402,,0.19734789431095123,,0.23469722270965576,,0.2577972412109375,,0.2798477113246918,,0.3213823735713959,,0.3558717668056488,,0.38413816690444946,,0.4830438196659088,,0.5037286281585693,,0.4298195242881775,,0.43567952513694763,,0.48815974593162537,,0.5165324807167053,,0.5349932909011841,,0.5710234642028809,
i_cig,,,,,,,,,,,,,,,,,,,,,,,,,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Benchmark,,Interpolated,,Interpolated,,Interpolated,,Interpolated,,Interpolated,,Benchmark,,Extrapolated,,Extrapolated,,Extrapolated,
i_xm,,,,,,,,,,,,,,,,,,,,,,,,,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Extrapolated,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,,Benchmark,
i_xr,,,,,,,,,,,,,,,,,,,,,,,,,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Estimated,,Estimated,,Estimated,,Estimated,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,,Market,
i_outlier,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,,Regular,
cor_exp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34920893719712365,,,,,,,,,,,,0.45031959444073705,,,,,,,
statcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222222222,,,,,,,,,,35.55555555555555,,31.11111111111111,,33.333333333333336,,35.55555555555556,,34.44444444444444,,41.11111111111111,,45.0,,46.11111111111111,,44.0,,40.0,,43.3333333333333,
csh_c,,,,,,,,,,,,,,,,,,,,,,,,,,0.8035281896591187,,0.8286371231079102,,0.819723904132843,,0.8230715394020081,,0.8803064227104187,,0.8861497044563293,,0.8820491433143616,,0.9131621718406677,,0.9243018627166748,,0.9114131927490234,,0.9272743463516235,,0.9602757692337036,,0.9725261330604553,,0.9249613881111145,,0.9375312328338623,,0.9211360812187195,,0.9272370934486389,,0.9333281517028809,,0.9149964451789856,,0.8936595916748047,,0.8659576773643494,,0.9009149074554443,,0.9228475689888,,0.8706309795379639,,0.8928899765014648,,0.894085705280304,,0.8889914751052856,,0.9227713942527771,,0.8962364196777344,,0.9193056225776672,,0.8947285413742065,,0.8458970785140991,,0.8291215300559998,,0.7814202904701233,,0.7643840312957764,,0.8302630186080933,,0.8659576177597046,,0.7960782647132874,,0.7290990948677063,,0.7700889110565186,,0.7187721729278564,,0.6527481079101562,,0.6994724869728088,,0.6337783336639404,,0.6108821034431458,
csh_i,,,,,,,,,,,,,,,,,,,,,,,,,,0.019114917144179344,,0.01566316746175289,,0.015909040346741676,,0.02449829690158367,,0.028974808752536774,,0.033934544771909714,,0.03198285400867462,,0.02362285740673542,,0.020396269857883453,,0.020209763199090958,,0.020733628422021866,,0.027410326525568962,,0.01752285286784172,,0.014439918100833893,,0.005578800104558468,,0.009949368424713612,,0.014549022540450096,,0.008672376163303852,,0.014588877558708191,,0.007573472801595926,,0.013363649137318134,,0.014596127904951572,,0.02203047089278698,,0.022332582622766495,,0.025088220834732056,,0.024366820231080055,,0.05112342908978462,,0.056808847934007645,,0.1122964397072792,,0.06329359859228134,,0.06325503438711166,,0.09772805869579315,,0.12589134275913239,,0.15325483679771423,,0.16746023297309875,,0.16729918122291565,,0.1367385983467102,,0.14568617939949036,,0.16196313500404358,,0.168340265750885,,0.18481004238128662,,0.1880820393562317,,0.16482482850551605,,0.14728762209415436,,0.13432806730270386,
csh_g,,,,,,,,,,,,,,,,,,,,,,,,,,0.150810107588768,,0.13651780784130096,,0.13092999160289764,,0.12353669852018356,,0.10610581934452057,,0.09921496361494064,,0.08918359130620956,,0.08090769499540329,,0.08095522969961166,,0.09619985520839691,,0.1073240339756012,,0.09031500667333603,,0.08074548840522766,,0.09955161809921265,,0.09594898670911789,,0.09024980664253235,,0.07601963728666306,,0.07983293384313583,,0.08160609751939774,,0.11395975947380066,,0.1412615180015564,,0.11313766241073608,,0.11003284901380539,,0.14572007954120636,,0.10924533754587173,,0.10514478385448456,,0.08677256107330322,,0.07087771594524384,,0.05777433514595032,,0.04311789944767952,,0.04791657254099846,,0.06456770747900009,,0.06398185342550278,,0.07035405188798904,,0.06880558282136917,,0.05110974237322807,,0.05251561477780342,,0.061222322285175323,,0.07247267663478851,,0.07329925149679184,,0.0949016660451889,,0.17818918824195862,,0.221136674284935,,0.19809570908546448,,0.18470637500286102,
csh_x,,,,,,,,,,,,,,,,,,,,,,,,,,0.10785142332315445,,0.08871874213218689,,0.09650661051273346,,0.09959869086742401,,0.0813312828540802,,0.08024902641773224,,0.07520803064107895,,0.058150243014097214,,0.049204736948013306,,0.06459946930408478,,0.07558701932430267,,0.057951007038354874,,0.055786505341529846,,0.051825907081365585,,0.03334753215312958,,0.022799834609031677,,0.02556592784821987,,0.028127873316407204,,0.023426922038197517,,0.0129888029769063,,0.016309477388858795,,0.017909346148371696,,0.025758596137166023,,0.02489795908331871,,0.02235625497996807,,0.023906704038381577,,0.01633317582309246,,0.01793057657778263,,0.017773790284991264,,0.02954280562698841,,0.0662737712264061,,0.062070492655038834,,0.07715234160423279,,0.0786493793129921,,0.10090108960866928,,0.10648959875106812,,0.1024697795510292,,0.14672833681106567,,0.17362909018993378,,0.10857441276311874,,0.10894052684307098,,0.5256216526031494,,0.24460555613040924,,0.39206188917160034,,0.40823259949684143,
csh_m,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08130472153425217,,-0.06953683495521545,,-0.06306952238082886,,-0.07070659846067429,,-0.09671724587678909,,-0.10778623074293137,,-0.0932818353176117,,-0.08286663144826889,,-0.07884015887975693,,-0.09948667883872986,,-0.13766947388648987,,-0.14250905811786652,,-0.13337117433547974,,-0.09077868610620499,,-0.07240661978721619,,-0.044135093688964844,,-0.04337169975042343,,-0.049961309880018234,,-0.034618377685546875,,-0.028181644156575203,,-0.0368923582136631,,-0.046558819711208344,,-0.08066946268081665,,-0.06358163803815842,,-0.0497002899646759,,-0.04745553061366081,,-0.04322061687707901,,-0.06838852912187576,,-0.08408099412918091,,-0.055259883403778076,,-0.07217393070459366,,-0.07026338577270508,,-0.09614705294370651,,-0.08367863297462463,,-0.10155098885297775,,-0.15515568852424622,,-0.1576816290616989,,-0.1497151106595993,,-0.13716399669647217,,-0.12030290812253952,,-0.10742436349391937,,-0.15520799160003662,,-0.12984035909175873,,-0.15121737122535706,,-0.1394558548927307,
csh_r,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8430322554532344e-16,,0.0,,2.7408977674546334e-16,,1.345485657111567e-06,,-1.1044135135307442e-06,,0.008238027803599834,,0.014858188107609749,,0.007023668382316828,,0.003982077352702618,,0.007064365316182375,,0.006750466767698526,,0.00655692582949996,,0.006790234241634607,,-1.4695528705033212e-07,,1.2879270958877605e-16,,0.0,,4.455218416410389e-08,,2.8677375141228367e-08,,1.5759328563330036e-16,,1.2251847536504101e-08,,-1.4393625578736405e-16,,7.309277521017066e-07,,-1.5013719870575557e-16,,-5.010051262743787e-10,,0.0001204884028993547,,-4.8467736633028835e-05,,1.0307175557500159e-08,,-1.481034139771964e-08,,-2.3842183338729228e-08,,-3.4073924126687416e-08,,-1.4556166050283537e-08,,3.074383414514159e-09,,0.0,,-1.7035488253998066e-16,,-1.3652997175013986e-16,,-5.833829163748305e-06,,-1.6074570403496445e-16,,0.0,,1.1375361314049635e-16,,2.402796625624199e-16,,0.0,,-0.38943299651145935,,-0.20019914209842682,,-0.22000615298748016,,-0.19869332015514374,
pl_c,,,,,,,,,,,,,,,,,,,,,,,,,,0.056674179784826764,,0.057854187715941766,,0.07612666057804181,,0.1083717329798307,,0.10738762672473565,,0.11159869560110743,,0.1235382601206291,,0.1274640427582786,,0.13628109778413994,,0.16451975027901627,,0.18115025906079826,,0.204001866915622,,0.13881928975283134,,0.15074315565624338,,0.1995589856448016,,0.17797191551401426,,0.2141225576790461,,0.26953868393908137,,0.2659713311608363,,0.27578584415648405,,0.27466671804116566,,0.2253083440276733,,0.2464313328808399,,0.27808665698372703,,0.24124187083719315,,0.2642863307324245,,0.1685020055596623,,0.19191473348176538,,0.19369529116221856,,0.1662871333983721,,0.18966515092415978,,0.22263583677442653,,0.24393642759164247,,0.2829145379624874,,0.3184644681785955,,0.3398091085228893,,0.33547340700398876,,0.4452299608860571,,0.49036709432598324,,0.4235863382560289,,0.4253530391812945,,0.521156736298417,,0.5477438901613378,,0.5812434870685246,,0.6474548119930237,
pl_i,,,,,,,,,,,,,,,,,,,,,,,,,,0.3401674455549603,,0.4345722298454198,,0.8474827992312252,,0.8405238772369914,,0.8661248331636321,,0.7619737602727965,,0.6711770157306607,,0.8425574270046179,,1.5890150429133543,,2.1615906959554376,,2.309725768301319,,1.7622504534773775,,1.4525290471929484,,0.9182019932397721,,3.2419731013111424,,2.444325660448669,,2.371229679904004,,4.937690578349887,,2.1866032774600037,,4.5577104559264905,,3.6415509217798077,,3.300172759154941,,2.711768948238645,,2.308270345121882,,1.7991090334740634,,1.6071551485672029,,0.4527227959363883,,0.6152745000035947,,0.4768025937690225,,0.4491374563578053,,0.36030626895061924,,0.4009080319359041,,0.4470823947365638,,0.32370711892883713,,0.3649905112060776,,0.5258142743483356,,0.7224103719629406,,0.7535405787848557,,0.649054466770926,,0.5236141309763662,,0.5107380794426184,,0.43514159403250635,,0.5867146084000243,,0.5252007952528908,,0.5217595397743593,
pl_g,,,,,,,,,,,,,,,,,,,,,,,,,,0.0779193328755169,,0.08415345290620507,,0.10651603719388686,,0.1309385430460636,,0.15157579332929044,,0.1620357495967423,,0.18021127162225972,,0.2147410973434395,,0.25426630015994667,,0.251320844914207,,0.2239146347729092,,0.2569195180959021,,0.1902030086067944,,0.15050392976015153,,0.19982370439771835,,0.14522584086426346,,0.21409884948313812,,0.2658703062692956,,0.24283484334023744,,0.14454909949640513,,0.18576973148750103,,0.16249604297891385,,0.1398718672968329,,0.09598972374607215,,0.11487338270410903,,0.14489031804770028,,0.1458523099421291,,0.1583008206149559,,0.16778546671555966,,0.1680855547643704,,0.22574684396454775,,0.23379486313245193,,0.2459916112467134,,0.27638568245416106,,0.38992840097819786,,0.4496996548176024,,0.7102514518772012,,0.6327891917880605,,0.547773809172748,,0.49466448430223925,,0.3429511292325057,,0.3128641876514713,,0.23894486614447233,,0.30289187251426447,,0.29082695291614175,
pl_x,,,,,,,,,,,,,,,,,,,,,,,,,,0.0886540412902832,,0.10895919054746628,,0.12233145534992218,,0.13752245903015137,,0.16909685730934143,,0.17010453343391418,,0.15730944275856018,,0.19242270290851593,,0.29480358958244324,,0.2891550660133362,,0.2639465928077698,,0.43941357731819153,,0.3364236652851105,,0.2533518075942993,,0.38005921244621277,,0.3986576199531555,,0.44556859135627747,,0.4908299148082733,,0.5173934698104858,,0.5296778082847595,,0.5543054938316345,,0.5994410514831543,,0.5002826452255249,,0.5396009683609009,,0.5445554852485657,,0.5763686299324036,,0.5806567668914795,,0.5575477480888367,,0.5392542481422424,,0.43994617462158203,,0.43369030952453613,,0.4107757806777954,,0.3757278323173523,,0.4279464781284332,,0.45740967988967896,,0.4690054655075073,,0.48507270216941833,,0.5127440094947815,,0.5512157678604126,,0.543018639087677,,0.6851487159729004,,0.5872406363487244,,0.7088490724563599,,0.6390578150749207,,0.6412426233291626,
pl_m,,,,,,,,,,,,,,,,,,,,,,,,,,0.13451020419597626,,0.159445121884346,,0.2419569343328476,,0.35090726613998413,,0.28686589002609253,,0.22872814536094666,,0.24186187982559204,,0.257667601108551,,0.4038957953453064,,0.4894191026687622,,0.39123600721359253,,0.4198364019393921,,0.26550689339637756,,0.28161752223968506,,0.40338388085365295,,0.3874005377292633,,0.4407169222831726,,0.48947715759277344,,0.525361955165863,,0.5417786836624146,,0.530308723449707,,0.5883289575576782,,0.49938511848449707,,0.5038800835609436,,0.518029510974884,,0.5727729797363281,,0.5315495729446411,,0.5097286701202393,,0.5019317269325256,,0.5010451674461365,,0.48080286383628845,,0.4753885865211487,,0.47288796305656433,,0.5251007080078125,,0.5529299378395081,,0.5617173314094543,,0.5844280123710632,,0.6355366706848145,,0.6876890063285828,,0.6628389954566956,,0.6667855381965637,,0.696977972984314,,0.6632986068725586,,0.6850517988204956,,0.6928159594535828,
pl_k,,,,,,,,,,,,,,,,,,,,,,,,,,0.5015172958374023,,0.6746792793273926,,0.9939292669296265,,0.9968183040618896,,1.1938506364822388,,1.0290873050689697,,0.8562836647033691,,1.0408633947372437,,1.890587568283081,,2.731538772583008,,2.8155887126922607,,2.2359583377838135,,2.2498743534088135,,1.3673917055130005,,4.798385143280029,,3.6364684104919434,,3.457237482070923,,7.149767875671387,,3.139679193496704,,6.452187538146973,,4.941101551055908,,2.984009027481079,,2.6925930976867676,,2.0338995456695557,,1.491550326347351,,0.8174576163291931,,0.35837453603744507,,0.5378347635269165,,0.48742610216140747,,0.467465877532959,,0.4279012680053711,,0.4728125035762787,,0.5487262010574341,,0.334496408700943,,0.3987477421760559,,0.5363682508468628,,0.637822151184082,,0.6826580762863159,,0.5794194936752319,,0.4471234083175659,,0.40102407336235046,,0.3075748383998871,,0.4135824739933014,,0.34380432963371277,,0.3243897557258606,
